Unnamed: 0,bike_name,price,kms_driven,owner,brand
21901,Bajaj Avenger 220cc,50000.0,29134.0,First Owner,Bajaj
6067,Bajaj Pulsar 150cc,47000.0,25000.0,First Owner,Bajaj
11902,Yamaha YZF-R15 2.0,55000.0,27000.0,First Owner,Yamaha
17975,Hero Passion Pro,39000.0,22000.0,First Owner,Hero
7768,Hero CBZ Xtreme,38000.0,53000.0,First Owner,Hero
23837,Royal Enfield Thunderbird,70000.0,13858.0,Second Owner,Royal Enfield
24313,Suzuki Zeus 125cc,35000.0,11885.0,First Owner,Suzuki
2119,Royal Enfield‎ Bullet,95000.0,26000.0,Second Owner,Royal Enfield
11582,Hero Passion 100cc,18000.0,3869.0,First Owner,Hero
28337,Yamaha YZF-R15 2.0,55000.0,27000.0,First Owner,Yamaha
13037,Harley-Davidson Street 750,450000.0,3430.0,First Owner,Harley-Davidson
22480,Harley-Davidson Street 750,450000.0,3430.0,First Owner,Harley-Davidson
17315,Bajaj Platina 100cc,23000.0,20000.0,First Owner,Bajaj
24640,Royal Enfield Classic,95500.0,18000.0,First Owner,Royal Enfield
22247,Bajaj Pulsar 150cc,10000.0,64955.0,First Owner,Bajaj
29641,Bajaj Pulsar 150cc,14227.0,36000.0,First Owner,Bajaj
14699,Bajaj Pulsar NS200,48000.0,41939.0,First Owner,Bajaj
27368,Yamaha YZF-R15 2.0,55000.0,27000.0,First Owner,Yamaha
3899,Hero Splendor Plus,32000.0,25130.0,First Owner,Hero
9051,Bajaj Platina 125cc,18000.0,34589.0,First Owner,Bajaj
32405,Royal Enfield Classic,87000.0,16336.0,First Owner,Royal Enfield
7301,Hero Xtreme 150cc,35000.0,50000.0,First Owner,Hero
2683,Bajaj Avenger 220cc,40000.0,7600.0,First Owner,Bajaj
3031,Bajaj V15 150cc,50000.0,7500.0,First Owner,Bajaj
7030,Hero CD Dawn,15000.0,21000.0,First Owner,Hero
10124,Royal Enfield Classic,95500.0,18000.0,First Owner,Royal Enfield
16400,Harley-Davidson Street 750,450000.0,3430.0,First Owner,Harley-Davidson
16787,Royal Enfield Bullet,105000.0,20000.0,First Owner,Royal Enfield
25236,Hero Super Splendor,15600.0,84186.0,First Owner,Hero
4991,Yamaha FZ 150cc,44000.0,21460.0,First Owner,Yamaha
196,Royal Enfield Classic,149000.0,7000.0,First Owner,Royal Enfield
27366,Yamaha FZ 150cc,45000.0,18742.0,First Owner,Yamaha
9331,TVS Apache RTR,110000.0,6000.0,First Owner,TVS
23733,Bajaj Avenger 220cc,35000.0,60000.0,First Owner,Bajaj
24239,Hero Hunk Rear,25000.0,48587.0,First Owner,Hero
16631,Bajaj Platina 100cc,23000.0,20000.0,First Owner,Bajaj
23371,Bajaj Pulsar 150cc,14227.0,36000.0,First Owner,Bajaj
31236,Hero Passion 100cc,15000.0,35000.0,Second Owner,Hero
573,Royal Enfield Thunderbird,110000.0,37000.0,First Owner,Royal Enfield
22282,Hero Hunk Rear,25000.0,48587.0,First Owner,Hero
19263,Royal Enfield Classic,95500.0,18000.0,First Owner,Royal Enfield
9242,Yamaha YZF-R15 2.0,66000.0,59794.0,First Owner,Yamaha
17036,Suzuki Zeus 125cc,35000.0,11885.0,First Owner,Suzuki
14280,Royal Enfield Thunderbird,70000.0,13858.0,Second Owner,Royal Enfield
18858,Royal Enfield Classic,87000.0,16336.0,First Owner,Royal Enfield
10501,KTM RC 390cc,196700.0,13216.0,First Owner,KTM
11699,Bajaj Pulsar 150cc,25000.0,32588.0,First Owner,Bajaj
16670,Suzuki Slingshot Plus,32000.0,22697.0,First Owner,Suzuki
13405,Royal Enfield Bullet,105000.0,20000.0,First Owner,Royal Enfield
11862,Yamaha FZ 150cc,45000.0,18742.0,First Owner,Yamaha
1331,Royal Enfield Bullet,62000.0,11000.0,Second Owner,Royal Enfield
11764,Harley-Davidson Street 750,450000.0,3430.0,First Owner,Harley-Davidson
30177,Bajaj Avenger Street,80000.0,7127.0,First Owner,Bajaj
12296,Bajaj Avenger Street,60000.0,20373.0,First Owner,Bajaj
15817,Hero CBZ Xtreme,11900.0,34968.0,First Owner,Hero
18364,Royal Enfield Bullet,105000.0,20000.0,First Owner,Royal Enfield
15842,Yamaha Fazer 25,123000.0,14500.0,First Owner,Yamaha
25587,Bajaj Avenger 220cc,50000.0,29134.0,First Owner,Bajaj
4844,Royal Enfield Classic,150000.0,4900.0,First Owner,Royal Enfield
6418,Bajaj Avenger Cruise,75000.0,24400.0,First Owner,Bajaj
28787,Bajaj Avenger 220cc,35000.0,60000.0,First Owner,Bajaj
23375,Bajaj Avenger Street,80000.0,7127.0,First Owner,Bajaj
12727,Royal Enfield Classic,95500.0,18000.0,First Owner,Royal Enfield
23977,Yamaha Fazer 150cc,25000.0,65000.0,First Owner,Yamaha
10125,Hero Passion Pro,32000.0,12000.0,First Owner,Hero
3068,Yamaha YZF-R15 150cc,47000.0,12643.0,Second Owner,Yamaha
12637,Bajaj Avenger 220cc,35000.0,60000.0,First Owner,Bajaj
14100,TVS Apache RTR,30000.0,6639.0,First Owner,TVS
4932,Honda CD 110,28400.0,18958.0,First Owner,Honda
5218,Royal Enfield Bullet,95000.0,15288.0,Second Owner,Royal Enfield
16614,Yamaha SZ-RR 150cc,20000.0,52000.0,First Owner,Yamaha
10853,Bajaj Dominar 400,139000.0,21300.0,First Owner,Bajaj
18442,Suzuki Zeus 125cc,35000.0,11885.0,First Owner,Suzuki
3096,KTM RC 200cc,190000.0,2500.0,First Owner,KTM
14145,Hero CBZ Xtreme,11900.0,34968.0,First Owner,Hero
9287,Bajaj Pulsar 220F,76000.0,3450.0,First Owner,Bajaj
2497,Honda Livo Disc,65000.0,2780.0,First Owner,Honda
3154,Bajaj Avenger Street,43000.0,9430.0,First Owner,Bajaj
31751,TVS Apache RTR,30000.0,6639.0,First Owner,TVS
25052,Royal Enfield Bullet,105000.0,20000.0,First Owner,Royal Enfield
7685,Hero Passion Xpro,32000.0,52500.0,First Owner,Hero
8040,Honda CB Unicorn,70000.0,26000.0,First Owner,Honda
14129,Suzuki Zeus 125cc,35000.0,11885.0,First Owner,Suzuki
22728,Hero Super Splendor,15600.0,84186.0,First Owner,Hero
585,Honda CB Shine,22000.0,42554.0,First Owner,Honda
6271,Yamaha Fazer 150cc,30000.0,30920.0,First Owner,Yamaha
11399,Yamaha Fazer 150cc,25000.0,65000.0,First Owner,Yamaha
21859,Bajaj Avenger Street,55005.0,6600.0,First Owner,Bajaj
26081,KTM RC 390cc,196700.0,13216.0,First Owner,KTM
30273,Bajaj Platina 100cc,23000.0,20000.0,First Owner,Bajaj
3189,Royal Enfield Classic,130000.0,16000.0,First Owner,Royal Enfield
32628,Bajaj Avenger Street,80000.0,7127.0,First Owner,Bajaj
26620,Hero Passion Pro,39000.0,22000.0,First Owner,Hero
26995,Bajaj Avenger Street,70000.0,8000.0,First Owner,Bajaj
26909,Bajaj Pulsar 150cc,22000.0,60857.0,First Owner,Bajaj
9284,Yamaha FZ25 250cc,115800.0,2126.0,First Owner,Yamaha
21519,Royal Enfield Thunderbird,70000.0,13858.0,Second Owner,Royal Enfield
6000,Hero HF Deluxe,35000.0,20928.0,First Owner,Hero
7889,Bajaj Pulsar 220cc,80000.0,17000.0,First Owner,Bajaj
21075,Hero Super Splendor,15600.0,84186.0,First Owner,Hero
21823,Royal Enfield Thunderbird,70000.0,13858.0,Second Owner,Royal Enfield
14600,Yamaha YZF-R15 2.0,55000.0,27000.0,First Owner,Yamaha
25705,Hero Passion Pro,32000.0,12000.0,First Owner,Hero
28525,Bajaj Platina 100cc,23000.0,20000.0,First Owner,Bajaj
22122,Yamaha FZ 150cc,45000.0,18742.0,First Owner,Yamaha
16545,Yamaha Fazer 25,123000.0,14500.0,First Owner,Yamaha
4285,Yamaha FZS FI,62000.0,24000.0,First Owner,Yamaha
27460,Bajaj Avenger Street,80000.0,7127.0,First Owner,Bajaj
18842,KTM RC 390cc,196700.0,13216.0,First Owner,KTM
9509,Hero CBZ Xtreme,11900.0,34968.0,First Owner,Hero
26505,Hero CD Deluxe,18000.0,22824.0,First Owner,Hero
15895,Hero Passion 100cc,18000.0,3869.0,First Owner,Hero
23917,Yamaha Fazer 25,123000.0,14500.0,First Owner,Yamaha
10149,Harley-Davidson Street 750,450000.0,3430.0,First Owner,Harley-Davidson
17097,Royal Enfield Classic,95500.0,18000.0,First Owner,Royal Enfield
24506,Bajaj Avenger Street,70000.0,8000.0,First Owner,Bajaj
8023,Bajaj Pulsar 135LS,30000.0,37125.0,First Owner,Bajaj
11766,Bajaj Avenger Street,80000.0,7127.0,First Owner,Bajaj
21238,Bajaj Avenger Street,70000.0,8000.0,First Owner,Bajaj
10212,Hero CBZ Xtreme,11900.0,34968.0,First Owner,Hero
30344,Bajaj Pulsar 150cc,14227.0,36000.0,First Owner,Bajaj
5676,Bajaj Pulsar RS200,108400.0,18000.0,First Owner,Bajaj
12933,Bajaj Avenger 220cc,50000.0,29134.0,First Owner,Bajaj
16324,Bajaj Avenger Street,60000.0,20373.0,First Owner,Bajaj
30817,Yamaha Fazer 150cc,25000.0,65000.0,First Owner,Yamaha
20391,Bajaj Dominar 400,139000.0,21300.0,First Owner,Bajaj
22805,Bajaj Avenger Street,80000.0,7127.0,First Owner,Bajaj
7974,Royal Enfield Classic,114000.0,38000.0,First Owner,Royal Enfield
27823,Honda CB Trigger,43000.0,42837.0,First Owner,Honda
21268,Honda CB Trigger,43000.0,42837.0,First Owner,Honda
24801,Yamaha FZ 150cc,45000.0,18742.0,First Owner,Yamaha
5187,Bajaj Avenger Street,49000.0,13281.0,First Owner,Bajaj
21028,Bajaj Pulsar 150cc,25000.0,32588.0,First Owner,Bajaj
9212,Hero CBZ Xtreme,22000.0,55000.0,First Owner,Hero
13614,Royal Enfield Classic,87000.0,16336.0,First Owner,Royal Enfield
21652,Royal Enfield Thunderbird,70000.0,13858.0,Second Owner,Royal Enfield
23034,Yamaha FZ 150cc,45000.0,18742.0,First Owner,Yamaha
31250,Bajaj Pulsar 150cc,25000.0,32588.0,First Owner,Bajaj
5165,Royal Enfield Bullet,123400.0,5000.0,First Owner,Royal Enfield
10398,Bajaj Avenger Street,80000.0,7127.0,First Owner,Bajaj
11681,Bajaj Avenger Street,70000.0,8000.0,First Owner,Bajaj
24280,Hero Passion Pro,32000.0,12000.0,First Owner,Hero
3248,TVS Apache RTR,40500.0,39125.0,First Owner,TVS
13457,Bajaj Pulsar 150cc,22000.0,60857.0,First Owner,Bajaj
6237,Hero CD Deluxe,18000.0,73031.0,First Owner,Hero
8941,Hero Passion Plus,15500.0,51000.0,First Owner,Hero
8824,Harley-Davidson Iron 883,400000.0,18000.0,Second Owner,Harley-Davidson
22007,Bajaj Pulsar 150cc,22000.0,60857.0,First Owner,Bajaj
27240,KTM RC 390cc,196700.0,13216.0,First Owner,KTM
7600,KTM Duke 250cc,170000.0,3822.0,First Owner,KTM
19745,Hero Super Splendor,15600.0,84186.0,First Owner,Hero
25127,Hero CBZ Xtreme,11900.0,34968.0,First Owner,Hero
17967,Suzuki Zeus 125cc,35000.0,11885.0,First Owner,Suzuki
15807,Bajaj Avenger 220cc,41000.0,20245.0,Second Owner,Bajaj
19024,Bajaj Pulsar 150cc,22000.0,60857.0,First Owner,Bajaj
2240,KTM Duke 200cc,95000.0,8200.0,Second Owner,KTM
13725,Honda CB Trigger,43000.0,42837.0,First Owner,Honda
17388,Harley-Davidson Street 750,450000.0,3430.0,First Owner,Harley-Davidson
2231,Bajaj V15 150cc,46000.0,7840.0,First Owner,Bajaj
10610,Yamaha YZF-R15 2.0,55000.0,27000.0,First Owner,Yamaha
9398,Suzuki Zeus 125cc,35000.0,11885.0,First Owner,Suzuki
499,Suzuki Gixxer SF,49000.0,7500.0,First Owner,Suzuki
7325,Honda CB Twister,27400.0,33000.0,First Owner,Honda
12800,KTM RC 390cc,196700.0,13216.0,First Owner,KTM
11798,Yamaha Fazer 150cc,25000.0,65000.0,First Owner,Yamaha
7722,Royal Enfield Classic,95000.0,9000.0,First Owner,Royal Enfield
25469,Hero CBZ Xtreme,11900.0,34968.0,First Owner,Hero
14836,Honda CB Hornet,87000.0,140.0,First Owner,Honda
23119,Yamaha Fazer 25,123000.0,14500.0,First Owner,Yamaha
15342,Bajaj Avenger Street,55005.0,6600.0,First Owner,Bajaj
21171,Bajaj Pulsar 150cc,22000.0,60857.0,First Owner,Bajaj
217,Royal Enfield Classic,130000.0,7036.0,First Owner,Royal Enfield
18340,Bajaj Pulsar 150cc,22000.0,60857.0,First Owner,Bajaj
10824,Bajaj Avenger 220cc,50000.0,29134.0,First Owner,Bajaj
3105,Yamaha YZF-R15 150cc,57000.0,28000.0,First Owner,Yamaha
18198,Yamaha Fazer 25,123000.0,14500.0,First Owner,Yamaha
16008,Royal Enfield Bullet,105000.0,20000.0,First Owner,Royal Enfield
3397,Bajaj Pulsar AS200,44000.0,29000.0,Second Owner,Bajaj
14359,Hero Hunk Rear,25000.0,48587.0,First Owner,Hero
18337,TVS Apache RTR,30000.0,6639.0,First Owner,TVS
22277,Hero CBZ Xtreme,11900.0,34968.0,First Owner,Hero
1456,Yamaha FZ S,38500.0,21500.0,First Owner,Yamaha
4410,Hero Super Splendor,26000.0,17000.0,First Owner,Hero
9975,Hero Passion 100cc,15000.0,35000.0,Second Owner,Hero
18190,Suzuki Slingshot Plus,32000.0,22697.0,First Owner,Suzuki
3014,Hero Splendor Plus,28000.0,17942.0,First Owner,Hero
18328,Suzuki Zeus 125cc,35000.0,11885.0,First Owner,Suzuki
25411,Yamaha YZF-R15 2.0,55000.0,27000.0,First Owner,Yamaha
20133,Suzuki Zeus 125cc,35000.0,11885.0,First Owner,Suzuki
7891,Royal Enfield Classic,124600.0,19000.0,First Owner,Royal Enfield
8225,Hero CBZ Xtreme,22000.0,5610.0,First Owner,Hero
19690,Yamaha FZ 150cc,45000.0,18742.0,First Owner,Yamaha
7880,Bajaj Discover 125cc,40000.0,5995.0,First Owner,Bajaj
4974,KTM Duke 250cc,198599.0,930.0,First Owner,KTM
6014,Bajaj CT 100,30000.0,27571.0,First Owner,Bajaj
24320,Hero Passion 100cc,15000.0,35000.0,Second Owner,Hero
12499,Honda CB Hornet,87000.0,140.0,First Owner,Honda
20014,Honda CB Trigger,43000.0,42837.0,First Owner,Honda
9222,Bajaj Avenger 200cc,40000.0,27875.0,First Owner,Bajaj
32193,Honda CB Trigger,43000.0,42837.0,First Owner,Honda
31451,Bajaj Platina 100cc,23000.0,20000.0,First Owner,Bajaj
21821,Bajaj Avenger Street,55005.0,6600.0,First Owner,Bajaj
5679,Royal Enfield Bullet,100000.0,45730.0,First Owner,Royal Enfield
21353,Royal Enfield Classic,95500.0,18000.0,First Owner,Royal Enfield
13103,Bajaj Pulsar NS200,48000.0,41939.0,First Owner,Bajaj
10098,Hero CBZ Xtreme,11900.0,34968.0,First Owner,Hero
32502,Suzuki Zeus 125cc,35000.0,11885.0,First Owner,Suzuki
14976,Bajaj Dominar 400,139000.0,21300.0,First Owner,Bajaj
18358,Bajaj Dominar 400,139000.0,21300.0,First Owner,Bajaj
1427,Jawa Forty Two,175000.0,2388.0,First Owner,Jawa
14911,Bajaj Avenger Street,70000.0,8000.0,First Owner,Bajaj
5732,TVS Apache RTR,36000.0,34000.0,First Owner,TVS
15727,Hero Hunk Rear,25000.0,48587.0,First Owner,Hero
27846,Royal Enfield Thunderbird,70000.0,13858.0,Second Owner,Royal Enfield
345,Bajaj CT 100,20000.0,30806.0,First Owner,Bajaj
29968,Bajaj Pulsar 150cc,22000.0,60857.0,First Owner,Bajaj
15469,Harley-Davidson Street 750,450000.0,3430.0,First Owner,Harley-Davidson
15084,Bajaj Pulsar 150cc,10000.0,64955.0,First Owner,Bajaj
5770,Honda CBR 150R,97000.0,24878.0,First Owner,Honda
7117,Bajaj Pulsar 150cc,35000.0,40588.0,First Owner,Bajaj
31553,Bajaj Avenger 220cc,50000.0,29134.0,First Owner,Bajaj
26583,TVS Apache RTR,30000.0,6639.0,First Owner,TVS
1346,Bajaj Avenger 220cc,50000.0,18500.0,First Owner,Bajaj
8879,Bajaj Pulsar 150cc,20000.0,29051.0,Second Owner,Bajaj
2344,TVS Apache RTR,68000.0,14497.0,First Owner,TVS
27170,Hero CD Deluxe,18000.0,22824.0,First Owner,Hero
20533,Bajaj Avenger 220cc,50000.0,29134.0,First Owner,Bajaj
7277,Hero Hunk 150cc,17000.0,31214.0,First Owner,Hero
27541,Royal Enfield Bullet,105000.0,20000.0,First Owner,Royal Enfield
4084,Royal Enfield Classic,152500.0,4700.0,First Owner,Royal Enfield
890,Bajaj Discover 125ST,33000.0,50000.0,First Owner,Bajaj
21825,KTM RC 390cc,196700.0,13216.0,First Owner,KTM
27486,Bajaj Pulsar NS200,48000.0,41939.0,First Owner,Bajaj
23997,Hero Passion 100cc,15000.0,35000.0,Second Owner,Hero
27338,Royal Enfield Classic,95500.0,18000.0,First Owner,Royal Enfield
3208,Bajaj Platina ,32000.0,34859.0,First Owner,Bajaj
2798,Bajaj Pulsar NS200,55000.0,39309.0,Second Owner,Bajaj
9997,Bajaj Avenger Street,60000.0,20373.0,First Owner,Bajaj
1866,Hyosung GT 650N,340000.0,2500.0,First Owner,Hyosung
22390,Yamaha SZ-RR 150cc,20000.0,52000.0,First Owner,Yamaha
25104,Bajaj Avenger Street,80000.0,7127.0,First Owner,Bajaj
23271,Yamaha Fazer 25,123000.0,14500.0,First Owner,Yamaha
17672,Bajaj Avenger 220cc,35000.0,60000.0,First Owner,Bajaj
12347,Honda CB Hornet,87000.0,140.0,First Owner,Honda
27155,Bajaj Dominar 400,139000.0,21300.0,First Owner,Bajaj
21720,Bajaj Avenger Street,60000.0,20373.0,First Owner,Bajaj
17969,Bajaj Pulsar 150cc,25000.0,32588.0,First Owner,Bajaj
20881,Hero Passion 100cc,15000.0,35000.0,Second Owner,Hero
15365,Bajaj Avenger 220cc,50000.0,29134.0,First Owner,Bajaj
27174,Bajaj Dominar 400,139000.0,21300.0,First Owner,Bajaj
18712,Royal Enfield Classic,95500.0,18000.0,First Owner,Royal Enfield
6148,Bajaj Avenger Street,52843.0,59886.0,First Owner,Bajaj
1288,Honda Dream Yuga,43000.0,16000.0,First Owner,Honda
18794,Bajaj Avenger Street,60000.0,20373.0,First Owner,Bajaj
23712,Hero Passion 100cc,15000.0,35000.0,Second Owner,Hero
12741,Royal Enfield Thunderbird,70000.0,13858.0,Second Owner,Royal Enfield
3922,TVS Star City,26000.0,24000.0,First Owner,TVS
20090,Honda CB Trigger,43000.0,42837.0,First Owner,Honda
23507,Hero Super Splendor,15600.0,84186.0,First Owner,Hero
26157,KTM RC 390cc,196700.0,13216.0,First Owner,KTM
3510,Bajaj Pulsar 150cc,42000.0,28100.0,First Owner,Bajaj
8686,Bajaj Pulsar 150cc,24200.0,30000.0,First Owner,Bajaj
6631,Hero Splendor Plus,50000.0,5500.0,First Owner,Hero
14202,Hero CBZ Xtreme,11900.0,34968.0,First Owner,Hero
29183,Yamaha Fazer 150cc,25000.0,65000.0,First Owner,Yamaha
31500,Bajaj Pulsar 150cc,10000.0,64955.0,First Owner,Bajaj
11941,Hero CBZ Xtreme,11900.0,34968.0,First Owner,Hero
6460,Yamaha FZ25 250cc,84000.0,12398.0,First Owner,Yamaha
14786,Hero Super Splendor,15600.0,84186.0,First Owner,Hero
8865,Royal Enfield Thunderbird,110000.0,35006.0,First Owner,Royal Enfield
17391,Bajaj Platina 100cc,23000.0,20000.0,First Owner,Bajaj
3184,Honda CB Unicorn,57000.0,18374.0,Second Owner,Honda
12843,Bajaj Avenger 220cc,41000.0,20245.0,Second Owner,Bajaj
10059,Yamaha SZ-RR 150cc,20000.0,52000.0,First Owner,Yamaha
17694,Bajaj Avenger Street,80000.0,7127.0,First Owner,Bajaj
15621,Harley-Davidson Street 750,450000.0,3430.0,First Owner,Harley-Davidson
24422,Honda CB Trigger,43000.0,42837.0,First Owner,Honda
1291,Yamaha MT-15 150cc,135000.0,3000.0,First Owner,Yamaha
8910,Bajaj Pulsar 200,55000.0,35000.0,First Owner,Bajaj
1959,Yamaha FZs 150cc,28300.0,35000.0,Second Owner,Yamaha
11356,KTM RC 390cc,196700.0,13216.0,First Owner,KTM
13825,Suzuki Zeus 125cc,35000.0,11885.0,First Owner,Suzuki
32474,Bajaj Avenger Street,60000.0,20373.0,First Owner,Bajaj
22872,Bajaj Avenger Street,70000.0,8000.0,First Owner,Bajaj
